human_gene,mouse_gene,TPM_human,TPM_mouse
EDIL3,Edil3,0.344832305343511,0.00871281595115471
EDN1,Edn1,1.90515616412214,0.4249838735640036
EDN2,Edn2,0.742683473282443,0.00551270880630188
EDN3,Edn3,0.0351404732824428,0.03758220418902319
EFEMP1,Efemp1,10.0509249122137,3.766024074926885
EFEMP2,Efemp2,8.8235284351145,1.9459353270286095
EFNA1,Efna1,318.289954580153,49.187155659864935
EGFL6,Egfl6,0.0262991335877863,0.06407250493430967
EGFL7,Egfl7,23.893198740458,17.297412422193553
EGFL8,Egfl8,13.0187310305344,0.8149020626576533
EGFLAM,Egflam,1.22862892366412,0.06314729880812961
ELN,Eln,7.40312312977099,2.6611998881913728
EMC10,Emc10,14.5799091603053,83.70665399419593
EMID1,Emid1,2.45998567557252,0.16493386245198055
EMILIN1,Emilin1,22.749668740458,11.53911769021832
EMILIN2,Emilin2,0.861276679389313,1.219174093216457
EMILIN3,Emilin3,0.213509702290076,0.00211163906030085
ENAM,Enam,0.204332954198473,0
ENDOD1,Endod1,3.48946822519084,1.3205352801629244
ENDOU,Endou,0.101218007633588,0.2758997152656461
ENHO,Enho,11.6716451832061,69.25371985761308
ENPP1,Enpp1,15.6844177862595,6.942869062519372
ENPP2,Enpp2,3.72258382824427,28.84553517095999
ENPP3,Enpp3,1.24182721755725,33.08317081382603
ENTPD5,Entpd5,24.2580656870229,77.69578104053348
ENTPD6,Entpd6,15.6960734351145,4.92842778298359
EPDR1,Epdr1,7.73007987022901,0.29397179282045294
EPO,Epo,28.1042209503817,0.00556789773070728
EPYC,Epyc,0.00636308015267176,0.00381919793996465
EREG,Ereg,0.172095958015267,0.11029596976664012
ERFE,Erfe,0.29756565648855,0.01402738669746513
ESM1,Esm1,0.199869763358779,0.79245376696331
F10,F10,76.5906201145038,421.2770329953498
F11,F11,67.8650524427481,69.07753915668297
F12,F12,401.810084732824,661.8829210760163
F13A1,F13a1,1.73556084732824,0.3194910780206184
F13B,F13b,32.0669498091603,150.96675502597245
F5,F5,38.7674550381679,90.35347821657004
F7,F7,86.5001165648855,119.46772966421224
F8,F8,2.42619385114504,1.542142460389835
F9,F9,191.000434351145,118.06528868694429
FAM180A,Fam180a,5.10095342748092,0.6498011709610975
FAM20A,Fam20a,48.2077045801527,18.95781813032073
FAM20C,Fam20c,50.1138847328244,45.18641995763978
FAM3A,Fam3a,39.0848908396947,14.480588189981631
FAM3B,Fam3b,0.395712919847328,1.1626032050867905
FAM3C,Fam3c,17.0374182061069,20.994151054159076
FAM3D,Fam3d,0.0947885687022901,1.6304349108515916
FAP,Fap,0.29526184351145,0.19016191187572393
FASLG,Fasl,0.583142377862595,0.09397281695294604
FBLN1,Fbln1,4.90702142748092,0.5231774979067508
FBLN2,Fbln2,2.46715190458015,0.9400693028671526
FBLN5,Fbln5,13.0575384465649,1.1973514916408023
FBLN7,Fbln7,1.06205117175573,0.2475844813044976
FBN1,Fbn1,1.49196994274809,0.7231810585358538
FBN2,Fbn2,0.0398868969465649,0.01825799581033381
FBXO45,Fbxo45,2.38790229389313,4.309411208152566
FCER2,Fcer2a,0.396044534351145,0.4303943131960044
FCMR,Fcmr,2.15232787022901,0.9230960842142076
FETUB,Fetub,54.718514351145,511.6037879031627
FGA,Fga,7179.28017557252,2969.1988020852223
FGB,Fgb,5617.47647709924,4741.302488773487
FGF1,Fgf1,0.319546297709924,13.527622629566745
FGF10,Fgf10,0.0759615190839695,0.07611771207587524
FGF16,Fgf16,0.00742562977099237,0.00419950448498378
FGF17,Fgf17,0.424877164122137,0.00501788087377859
FGF18,Fgf18,0.125879301526718,0.07995072211239765
FGF19,Fgf15,0.782504954198473,0
FGF2,Fgf2,0.854151244274809,0.17160850316560727
FGF20,Fgf20,0.0282955801526718,0
FGF21,Fgf21,38.0629922061069,2.388907651623668
FGF22,Fgf22,0.204493248091603,0.02528155379948808
FGF23,Fgf23,4.45081798854962,0
FGF4,Fgf4,0.00171932442748092,0
FGF5,Fgf5,0.0113048053435115,0
FGF6,Fgf6,0.00221459541984733,0
FGF7,Fgf7,0.627549740458015,0.14180553169255533
FGF8,Fgf8,0.013679,0
FGF9,Fgf9,0.030450213740458,0.08169912880971189
FGFBP1,Fgfbp1,0.0950263854961832,0.28794686891562293
FGFBP3,Fgfbp3,0.430689908396947,0.7818206507579571
